"catalogNumber","createdBy","placeName","flagNotes","noOfIdentifications","geoPrivacy","createdOn","associatedMedia","group_id","dateAccuracy","isLocked","locationLat","locationLon","locationScale","fromDate","toDate","rank","scientificName","commonName","kingdom","phylum","class","order","superfamily","family","genus","species","basisOfRecord","reverseGeocodedName","state","tahsil","district","Sex","Life Stage","Abundance","Activity","Phenology State","Life Stage (Complete Metamorphosis)","toDate","observedInMonth"
"17655358","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/f76762e5-d5c0-4792-8d7d-31501df2d070/a4ba2fb3545d4ca59890576aba3a77bb.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655349","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/be0883b5-c26a-402b-8d7a-c73bc7140260/00616ecad9ef4d45a4dd87b9e666145e.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Chilades lajus","Lime Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655339","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/076ec810-94c7-4c31-b068-87cc62795eb4/efe9b403e25b4ca6a0ab2deb04fa32b3.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Junonia atlites Linnaeus 1763","Grey Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655330","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/22af80fa-f84f-4d85-baa4-3378918ac1b3/512758ac6cd2416085328344ad18622f.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Pseudozizeeria maha (Kollar (1844))","Pale Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Pseudozizeeria",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655319","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/1d22c287-525f-4382-81c9-3f22dc43e839/4629ae9fa5ce4769bbdf7eb48c4bac15.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Melanitis leda Linnaeus 1758","Common Evening Brown:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Melanitis",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655310","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/e151216e-0789-4520-b64a-83d7c3c82903/5fc98ab79e234440953604f20e26ab43.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","09/10/2021","09/10/2021","species","Papilio demoleus Linnaeus 1758","Lime Swallowtail:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-09T18:30:00.000Z","October"
"17655294","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/4634f943-c672-40ac-9d66-28e261c158b8/e02928e5788445c28744e5049c33cb9f.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Catopsilia pyranthe (Linnaeus 1758)","Mottled Emigrant:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Catopsilia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655284","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/6fc95dc7-1ffa-472c-9624-a6ccfd4f45d2/e4d09f4e403947cdaf2c97600fd8dbac.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Papilio polytes Linnaeus 1758","Common Mormon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655273","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/f117c835-ace2-4ac6-afac-9dc10d26f7e5/1ed2103070bb4b608f924f09ca69b86b.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Pieris canidia (Sparrman 1768)","Indian Cabbage White.:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Pieris",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655263","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/b1054f0e-4261-4e11-8694-c1bec921ddf2/d1296c8c46d44ad5b1d5d6f2b09f3dba.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Parnara","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Parnara",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655254","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/f5eb1c90-5428-4c2b-8733-579c6263aaea/1c1667a328774d56876dca9e9b39c1fa.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Chilades pandava Horsfield 1829","Plains Cupid:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655243","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/ca7e3ab3-bfe1-4b2f-8138-7f9b2cdab071/450f45d699bd4073bf7c944e34a93618.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Hypolimnas bolina Linnaeus 1758","Great Eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655234","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/5847d6fe-6eb4-4dc5-8e3d-4147aa5fe2e2/b0c8481be8ad4fc0895adbe76720e554.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Pseudozizeeria maha (Kollar (1844))","Pale Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Pseudozizeeria",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655219","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/0505671a-0fa1-4220-a50e-2f9b9cf3593d/8556c34d412c478b995a654d0c29b657.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Euthalia aconthea Cramer 1779","Common Baron:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euthalia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655210","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/f339f5e4-c12d-423d-9cc3-d745bd8ae591/f69ff1bb8124469cbf37757b4dedc628.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655201","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/ad1bba4d-800c-4586-bb29-ce848128c336/b48580957881474bafccaa66233c5aeb.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","08/10/2021","08/10/2021","species","Chilades lajus","Lime Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-08T18:30:00.000Z","October"
"17655193","Sonam yangchen bhutia","4PGQ+HH Nirjuli",,"3","false","02/09/2022","/320df798-aa4d-4d29-92d3-3cf17a06a270/4822951e23be4a8e90011c1e852e9df4.jpg","Arthropods","ACCURATE","false","27.1264","93.739","APPROXIMATE","01/09/2022","01/09/2022","species","Pelopidas mathias Fabricius 1798","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Pelopidas",,"HUMAN_OBSERVATION","4PGQ+HH Nirjuli","ARUNACHAL PRADESH","Doimukh Circle","PAPUM PARE",,,,,,,"2022-09-01T18:30:00.000Z","September"
"17655178","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/d9c0f590-084d-4e5a-9a08-21e453d8e619/7947f19434ba43f192a940d1d2285b3e.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","07/10/2021","07/10/2021","species","Papilio polytes Linnaeus 1758","Common Mormon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-07T18:30:00.000Z","October"
"17655167","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/2cc850f6-5eb4-4e4f-976a-a558a8f64334/ef4aadbc75244cd590070e0d7b2dff44.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","07/10/2021","07/10/2021","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-07T18:30:00.000Z","October"
"17655159","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/b2b5c7a2-03d6-4025-bfcd-154675621768/1fcc44ee1991469590763f327b102362.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","07/10/2021","07/10/2021","species","Parnara","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Parnara",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-07T18:30:00.000Z","October"
"17655148","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/a923479a-a71c-4aca-84e8-3c2e33ccf205/ed9021296a22426894e664cd08f335aa.jpg","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","07/10/2021","07/10/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-07T18:30:00.000Z","October"
"17655139","Sumit Joshi","Uttaranchal Colony, Kichha, Uttarakhand 263148",,"1","false","02/09/2022","/3588217a-8ab8-45ef-a8e7-aff46470c66e/78aad55984a14a14b940bb9e5c477242.JPG","Arthropods","ACCURATE","false","28.915768","79.509502","APPROXIMATE","07/10/2021","07/10/2021","species","Euchrysops cnejus (Fabricius 1798)","Gram Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Euchrysops",,"HUMAN_OBSERVATION","Uttaranchal Colony, Kichha, Uttarakhand 263148","UTTARAKHAND","Kichha","UDHAM SINGH NAGAR",,,,,,,"2021-10-07T18:30:00.000Z","October"
"17654945","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/2c74d4c7-c7d4-4c9d-b791-690b46adb844/0b8f3e8020b94fddb64f52f11e05b001.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","genus","Junonia","Pansy sp.:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae",,,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Frequent",,,"Larva","2022-09-01T18:30:00.000Z","September"
"17654929","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/c4d5dd89-beb8-453a-8833-1d870c7fe4fd/692753327fb24fadab295bc044b2bda5.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Frequent",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654902","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/7a15119f-676f-4a1e-897d-65f7f80f83d0/614ebbfb426f47e09d430c12b6878302.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema brigitta (Stoll (1780))","Small Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Occasional",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654884","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/3714d6e8-7d1f-4452-bc03-edd9424127ce/08526cc40458441785aa26b9f3d5db58.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Graphium doson (Felder & Felder 1864)","Common Jay:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Graphium",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Frequent",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654863","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/66c16b23-1836-4ba2-ac1a-00266e483d87/6af55a621fe24747add9df4f155bd9d4.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Zizula hylax (Fabricius 1775)","Tiny Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Zizula",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Frequent",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654837","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/83886ec0-59fd-430c-be72-6ef52374921e/b7bde9cf16564ff5ac737b2a83445871.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,,,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654814","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/6ba92a8a-211e-458c-be52-f4a04133df29/cc526199610247929376e01711cbefef.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Common",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654798","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/08caa315-011b-4667-82df-cfb8ea490599/7ebec12369884933b1cf68556dd7ce14.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Common",,,"Egg","2022-09-01T18:30:00.000Z","September"
"17654773","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/3c3fccfa-4406-4052-bf62-1f05dd9e9acd/44e2adcbefe64439be70a8197cb123c8.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Common",,,"Larva","2022-09-01T18:30:00.000Z","September"
"17654743","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/0e7d4ec5-df1b-4d2d-ae9a-d3e3ed0cbe57/922468f43e8e41ce884762220cd1c1f6.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR","Male",,"Common",,,,"2022-09-01T18:30:00.000Z","September"
"17654722","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/e79968f7-f4bb-4c63-8f43-471ae5e61c66/1ac2412e34cb43db84d2eae8376bc3f5.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR","Male | Female",,"Common",,,,"2022-09-01T18:30:00.000Z","September"
"17654709","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/b6cf6292-db24-4bc1-b0f7-f2294db069af/71adb8da6404451bb5042419f0abb895.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","genus","Catopsilia","Emigrant sp.:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae",,,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Common",,,"Egg","2022-09-01T18:30:00.000Z","September"
"17654685","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/4a95cbda-24f9-45ae-a9e5-c735883d7586/a73de573419a4ca2890be540011feb85.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Euchrysops cnejus (Fabricius 1798)","Gram Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Euchrysops",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,,,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654662","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/7570ff89-9b44-4af1-a227-4d40ba31acd0/46d222cdcd4242d19ba8bfca683caa83.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Chilades pandava Horsfield 1829","Plains Cupid:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Frequent",,,"Adult","2022-09-01T18:30:00.000Z","September"
"17654636","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/090b5921-2fcf-4d06-824b-7e9b3dbaf7d4/9d1c6e5c0e974de68414f109a65cad1e.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","31/08/2022","31/08/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Common",,,"Larva","2022-08-31T18:30:00.000Z","September"
"17654613","Abhishek Paliwal","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775",,"1","false","02/09/2022","/436379f6-f94f-469b-977d-4cd4833712af/93aae7c61e324256aa13ed0b221a369d.JPG","Arthropods","ACCURATE","false","22.6240466","75.62512749999999","ACCURATE","01/09/2022","01/09/2022","species","Suastus gremius Fabricius 1798","Indian Palm Bob:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Suastus",,"HUMAN_OBSERVATION","Plot No. 12, Kheda Growth Centre, Post Sagore, Pithampur Industrial Area, Pithampur, Madhya Pradesh 454775","MADHYA PRADESH","Dhar","DHAR",,,"Occasional",,,"Adult","2022-09-01T18:30:00.000Z","September"
